#SERVO3-S Parameter Limitcheck
#
# Index|Subindex|IndexID|SubindexID|Category|ShortName|Datatype|WriteLevel|Persistent|MinVal|MaxVal|DefaultVal|Limittest|Recordable|CANopenPDO|Trigger|ResetType|ParTakeOver|InDevice|ModuleCode|AmpOffOnly|ModeToggle|ActionCmd|InPLCopen|Unit|Sercos2IDN
#
6|19|MOTION|IGNOREQUSCODE|configuration|IgnoreQukStopCode|UINT16|1|1|0|1|0|0|0||0|UsrParRes|Sofort|0||0|0|0|0||
6|20|MOTION|SPEEDWIN|setting|MON_v_win|UINT32|1|1|1|2147483647|10|1|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_v|
6|21|MOTION|SPEEDWINTIME|setting|MON_v_winTime|UINT16|1|1|0|16383|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1|ms|
6|22|MOTION|HOMINGREQ|configuration|AbsHomeRequest|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|23|MOTION|HALTREACTION|setting|LIM_HaltReaction|INT16|1|1|1|3|1|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|24|MOTION|QSTOPREACTION|setting|LIM_QStopReact|INT16|1|1|6|7|6|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|25|MOTION|SPVPOSDEVIAT|setting|MON_p_DiffWin|UINT16|1|1|0|9999|10|1|0||0|UsrParRes|Sofort|1||0|0|0|0|revolution|
6|26|MOTION|SPVSPDDEVIAT|setting|MON_v_DiffWin|UINT32|1|1|1|2147483647|10|1|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_v|
6|27|MOTION|SPVSPDVAL|setting|MON_v_Threshold|UINT32|1|1|1|2147483647|10|1|0|R_PDO|0|UsrParRes|Sofort|1||0|0|0|1|usr_v|
6|28|MOTION|SPVCURRVAL|setting|MON_I_Threshold|UINT16|1|1|0|30000|20|1|0|R_PDO|0|UsrParRes|Sofort|1||0|0|0|1|Arms|
6|29|MOTION|SPVCHKWINTIME|setting|MON_ChkTime|UINT16|1|1|0|9999|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1|ms|
6|30|MOTION|SPEEDLIMVAR2|setting|IO_v_limit|UINT32|1|1|0|2147483647|10|1|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_v|
6|31|MOTION|BLENDTYPE|no|BLENDType|UINT16|1|0|0|1|0|1|0||0|NoRes|Sofort|1||0|0|0|0||
6|32|MOTION|BLENDABSPOS|no|BLENDp_absusr|INT32|1|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|1||0|0|0|0|usr_p|
6|33|MOTION|SCALSPEEDDENOM|configuration|ScaleVELdenom|INT32|1|1|1|2147483647|1|1|0||0|UsrParRes|anderer Parameter|1||1|0|0|1|usr_v|
6|34|MOTION|SCALSPEEDNUM|configuration|ScaleVELnum|INT32|1|1|1|2147483647|1|1|0||0|UsrParRes|Sofort|1||1|0|0|1|1/min|
6|35|MOTION|PDIFMAX|setting|MON_p_dif_load|UINT32|1|1|1|2000000|10000|1|0||0|UsrParRes|Sofort|1||0|0|0|0|revolution|
6|36|MOTION|POSWIN|setting|MON_p_win|UINT16|1|1|0|32767|10|3|0||0|UsrParRes|Sofort|1||0|0|0|0|revolution|
6|37|MOTION|POSWINTM|setting|MON_p_winTime|UINT16|1|1|0|32767|0|3|0||0|UsrParRes|Sofort|1||0|0|0|1|ms|
6|38|MOTION|PWINTOUT|setting|MON_p_winTout|UINT16|1|1|0|16000|0|3|0||0|UsrParRes|Sofort|1||0|0|0|1|ms|
6|39|MOTION|CURRLIMVAR2|setting|IO_I_limit|UINT16|1|1|0|30000|20|3|0||0|UsrParRes|Sofort|1||0|0|0|1|Arms|
6|40|MOTION|SPEEDZEROCLAMP|setting|MON_v_zeroclamp|UINT32|1|1|0|2147483647|10|1|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_v|
6|41|MOTION|PDIFWARN|setting|MON_p_dif_warn|UINT16|1|1|0|100|75|3|0||0|UsrParRes|Sofort|1||0|0|0|1|%|
6|42|MOTION|RAMPCURRCTRL|setting|RAMP_tq_slope|UINT32|1|1|1|30000000|100000|3|0||0|UsrParRes|Sofort|1||0|0|0|1|%/s|
6|43|MOTION|ENASPEEDPROFILE|setting|RAMP_v_enable|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|44|MOTION|ENACURRPROFILE|setting|RAMP_tq_enable|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|45|MOTION|TORQWIN|setting|MON_tq_win|UINT16|1|1|0|30000|30|1|0||0|UsrParRes|Sofort|1||0|0|0|1|%|
6|46|MOTION|TORQWINTIME|setting|MON_tq_winTime|UINT16|1|1|0|16383|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1|ms|
6|47|MOTION|MODESWITCH|setting|IO_ModeSwitch|UINT16|1|1|0|3|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|48|MOTION|SCALRAMPDENOM|configuration|ScaleRAMPdenom|INT32|1|1|1|2147483647|1|1|0||0|UsrParRes|anderer Parameter|1||1|0|0|1|usr_a|
6|49|MOTION|SCALRAMPNUM|configuration|ScaleRAMPnum|INT32|1|1|1|2147483647|1|1|0||0|UsrParRes|Sofort|1||1|0|0|1|(1/min)/s|
6|50|MOTION|USRPMF|configuration|ScalePOSfactor|INT16|1|1|-2|2|0|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|51|MOTION|USRPPU|configuration|ScalePOSunit|INT16|1|1|1|9|9|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|52|MOTION|USRVMF|configuration|ScaleVELfactor|INT16|1|1|-2|2|0|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|53|MOTION|USRVPU|configuration|ScaleVELunit|INT16|1|1|1|12|1|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|54|MOTION|USRAMF|configuration|ScaleRAMPfactor|INT16|1|1|-2|2|0|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|55|MOTION|USRAPU|configuration|ScaleRAMPunit|INT16|1|1|1|12|1|1|0||0|UsrParRes|Sofort|1||1|0|0|1||
6|56|MOTION|AXISTYPE|configuration|MOD_Enable|UINT16|1|1|0|0|0|3|0||0|UsrParRes|Sofort|0||1|0|0|0||
6|57|MOTION|MODRNGMIN|configuration|MOD_Min|INT32|1|1|NDef|NDef|0|2|0||0|UsrParRes|Sofort|0||1|0|0|0|usr_p|
6|58|MOTION|MODRNGMAX|configuration|MOD_Max|INT32|1|1|NDef|NDef|3600|2|0||0|UsrParRes|Sofort|0||1|0|0|0|usr_p|
6|59|MOTION|MODABSHND|configuration|MOD_AbsDirection|UINT16|1|1|0|2|0|3|0||0|UsrParRes|Sofort|0||0|0|0|0||
6|60|MOTION|MODMOVOVR|configuration|MOD_AbsMultiRng|UINT16|1|1|0|1|0|3|0||0|UsrParRes|Sofort|0||0|0|0|0||
6|61|MOTION|COMPSYNCMOT|no|CompParSyncMot|UINT16|1|0|0|65535|0|1|0||0|NoRes|Sofort|0||0|0|0|0||
6|62|MOTION|PDIFMAXUSR|setting|MON_p_dif_load_usr|INT32|1|1|1|2147483647|16384|2|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_p|159
6|63|MOTION|SPVPOSDEVIATUSR|setting|MON_p_DiffWin_usr|INT32|1|1|0|2147483647|16|2|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_p|
6|64|MOTION|POSWINUSR|setting|MON_p_win_usr|INT32|1|1|0|2147483647|16|1|0||0|UsrParRes|Sofort|1||0|0|0|1|usr_p|57
6|65|MOTION|BACKLASHSTART|setting|BLSH_Mode|UINT16|1|1|0|2|0|1|0||0|FactRes|Sofort|1||0|0|0|1||
6|66|MOTION|BLSHCORRPOS|configuration|BLSH_Position|INT32|1|1|0|2147483647|0|1|0||0|FactRes|Enable|1||1|0|0|1|usr_p|
6|67|MOTION|CPFASTSPEEDLIM|no|CP_Fast_SpdLim|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|68|MOTION|BLSHCORRTIME|configuration|BLSH_Time|UINT16|1|1|0|16383|0|1|0||0|FactRes|Enable|1||1|0|0|1|ms|
6|69|MOTION|MCHALTRAMP|no|RAMP_MCHalt|UINT32|1|0|1|2147483647|600|1|0||0|NoRes|Sofort|1||0|0|0|0|usr_a|
6|70|MOTION|MCSTOPRAMP|no|RAMP_MCStop|UINT32|1|0|1|2147483647|6000|1|0||0|NoRes|Sofort|1||0|0|0|0|usr_a|
7|1|IOF|FUNCDI0|configuration|IOfunct_DI0|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|2|IOF|FUNCDI1|configuration|IOfunct_DI1|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|3|IOF|FUNCDI2|configuration|IOfunct_DI2|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|4|IOF|FUNCDI3|configuration|IOfunct_DI3|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|5|IOF|FUNCDI4|configuration|IOfunct_DI4|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|6|IOF|FUNCDI5|configuration|IOfunct_DI5|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|7|IOF|FUNCDI6|monitoring|IOfunct_DI6|UINT16|0|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|0||1|0|0|0||
7|8|IOF|FUNCDI7|monitoring|IOfunct_DI7|UINT16|0|1|NDef|NDef|NDef|1|0||0|NoRes|Hochlauf|0||1|0|0|0||
7|9|IOF|FUNCDQ0|configuration|IOfunct_DQ0|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|10|IOF|FUNCDQ1|configuration|IOfunct_DQ1|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|11|IOF|FUNCDQ2|configuration|IOfunct_DQ2|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|12|IOF|FUNCDQ3|configuration|IOfunct_DQ3|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|13|IOF|FUNCDQ4|configuration|IOfunct_DQ4|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes|Hochlauf|1||1|0|0|1||
7|14|IOF|FUNCDQ5|no|IOfunct_DQ5|UINT16|1|1|NDef|NDef|NDef|1|0||0|NoRes|Hochlauf|0||1|0|0|0||
8|1|IO|IOACT|monitoring|_IO_act|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||1||0|0|0|0||
8|5|IO|POSRS422IN|monitoring|_p_PTI_act|INT32|0|0|-2147483648|2147483647|NDef|1|1|T_PDO|1|NoRes||1||0|0|0|0|Inc|
8|6|IO|VELRS422IN|monitoring|_v_PTI_act|INT32|0|0|-2147483648|2147483647|NDef|1|1|T_PDO|1|NoRes||1||0|0|0|0|Inc/s|
8|7|IO|RS422INVERT|setting|InvertDirOfCount|UINT16|1|1|0|1|0|3|0||0|UsrParRes|Sofort|1||0|0|0|1||
8|9|IO|SIMURS422|no||INT32|4|0|-500000|500000|NDef|0|0||0|NoRes|Sofort|0||0|0|0|0|Inc/s|
8|10|IO|BRAKECTRL|command|BRK_release|UINT16|1|0|0|1|0|1|0||0|NoRes|Sofort|1||0|0|0|0||
8|11|IO|BRAKESTATE|monitoring|_BRK_status|UINT16|0|0|0|1|0|1|0||0|NoRes||1||0|0|0|0||
8|12|IO|DINAVAIL|no|IO_LI_Avail|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
8|13|IO|DOUTAVAIL|no|IO_LO_Avail|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
8|15|IO|DINGET|monitoring|_IO_DI_act|UINT16|0|0|NDef|NDef|NDef|1|1|T_PDO|1|NoRes||1||0|0|0|0||
8|16|IO|DOUTGET|monitoring|_IO_DQ_act|UINT16|0|0|NDef|NDef|NDef|1|1|T_PDO|1|NoRes||1||0|0|0|0||
8|17|IO|DOUTSET|monitoring|IO_DQ_set|UINT16|1|0|NDef|NDef|NDef|1|0|R_PDO|0|NoRes||1||0|0|0|0||
8|18|IO|DININV|no|IO_LI_invert|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes||1||1|0|0|1||
8|19|IO|DOUTINV|no|IO_LO_invert|UINT16|1|1|NDef|NDef|NDef|1|0||0|FactRes||1||1|0|0|1||
8|26|IO|DINFORCECNF|no|IO_LI_ForceCnf|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
8|27|IO|DOUTFORCECNF|no|IO_LO_ForceCnf|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
8|28|IO|DINFORCEMSK|no|IO_LI_ForceMsk|UINT16|1|0|0|65535|NDef|2|0||0|NoRes|Sofort|1||0|0|0|0||
8|29|IO|DOUTFORCEMSK|no|IO_LO_ForceMsk|UINT16|1|0|0|65535|NDef|2|0||0|NoRes|Sofort|1||0|0|0|0||
8|30|IO|DINFORCEVAL|no|IO_LI_ForceVal|UINT16|1|0|0|65535|NDef|2|0||0|NoRes|Sofort|1||0|0|0|0||
8|31|IO|DOUTFORCEVAL|no|IO_LO_ForceVal|UINT16|1|0|0|65535|NDef|2|0||0|NoRes|Sofort|1||0|0|0|0||
8|32|IO|DI0DEBOUNCE|configuration|DI_0_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|33|IO|DI1DEBOUNCE|configuration|DI_1_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|34|IO|DI2DEBOUNCE|configuration|DI_2_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|35|IO|DI3DEBOUNCE|configuration|DI_3_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|36|IO|DI4DEBOUNCE|configuration|DI_4_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|37|IO|DI5DEBOUNCE|configuration|DI_5_Debounce|UINT16|1|1|0|6|6|2|0||0|FactRes|Sofort|1||1|0|0|1||
8|38|IO|DPOWINGET|monitoring|_IO_STO_act|UINT16|0|0|NDef|NDef|NDef|1|1||1|NoRes||1||0|0|0|0||
9|1|ANALOG|VALSC1|monitoring|_AI1_act|INT16|0|0|-10000|10000|NDef|1|1||1|NoRes||1||0|0|0|0|mV|
9|2|ANALOG|TAUANA1|setting|AI1_Tau|UINT16|1|1|0|32767|0|3|0||0|FactRes|Sofort|1||0|0|0|1|ms|
9|3|ANALOG|FORCEACT1|setting||UINT16|1|0|0|1|NDef|3|0||0|NoRes|Sofort|1||0|0|0|0||
9|4|ANALOG|FORCEVAL1|setting||INT16|1|0|-10000|10000|NDef|3|0||0|NoRes|anderer Parameter|1||0|0|0|0|mV|
9|5|ANALOG|VALSC2|monitoring|_AI2_act|INT16|0|0|-10000|10000|NDef|1|1||1|NoRes||1||0|0|0|0|mV|
9|7|ANALOG|FORCEACT2|setting||UINT16|1|0|0|1|NDef|3|0||0|NoRes|Sofort|1||0|0|0|0||
9|8|ANALOG|FORCEVAL2|setting||INT16|1|0|-10000|10000|NDef|3|0||0|NoRes|anderer Parameter|1||0|0|0|0|mV|
9|9|ANALOG|WINANA1|setting|AI1_win|UINT16|1|1|0|1000|0|3|0||0|FactRes|Sofort|1||0|0|0|1|mV|
9|10|ANALOG|WINANA2|setting|AI2_win|UINT16|1|1|0|1000|0|3|0||0|FactRes|Sofort|1||0|0|0|1|mV|
9|11|ANALOG|OFFSETANA1|setting|AI1_offset|INT16|1|1|-5000|5000|0|3|0||0|FactRes|Sofort|1||0|0|0|1|mV|
9|12|ANALOG|OFFSETANA2|setting|AI2_offset|INT16|1|1|-5000|5000|0|3|0||0|FactRes|Sofort|1||0|0|0|1|mV|
9|13|ANALOG|VALANA1AND2|monitoring|AI_1_2_act|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
9|14|ANALOG|ANA1MODE|configuration|AI1_mode|UINT16|1|1|0|4|1|1|0||0|FactRes|Enable|1||1|0|0|1||
9|15|ANALOG|ANA1LIMCURR|configuration|AI1_I_max|UINT16|1|1|0|46300|300|3|0||0|FactRes|Enable|1||1|0|0|1|Arms|
9|16|ANALOG|ANA1LIMSPEED|configuration|AI1_v_max|UINT32|1|1|1|2147483647|3000|2|0||0|FactRes|Enable|1||1|0|0|1|usr_v|
9|17|ANALOG|NSC1|setting|AI1_v_scale|INT32|1|1|-2147483648|2147483647|6000|1|0||0|FactRes|Sofort|1||0|0|0|1|usr_v|
9|18|ANALOG|ISC1|setting|AI1_M_scale|INT16|1|1|-30000|30000|1000|3|0||0|FactRes|Sofort|1||0|0|0|1|%|
9|19|ANALOG|ANA2MODE|configuration|AI2_mode|UINT16|1|1|0|5|0|1|0||0|FactRes|Enable|1||1|0|0|1||
9|20|ANALOG|ANA2LIMCURR|configuration|AI2_I_max|UINT16|1|1|0|46300|300|3|0||0|FactRes|Enable|1||1|0|0|1|Arms|
9|21|ANALOG|ANA2LIMSPEED|configuration|AI2_v_max|UINT32|1|1|1|2147483647|3000|2|0||0|FactRes|Enable|1||1|0|0|1|usr_v|
9|22|ANALOG|NSC2|setting|AI2_v_scale|INT32|1|1|-2147483648|2147483647|6000|1|0||0|FactRes|Sofort|1||0|0|0|1|usr_v|
9|23|ANALOG|ISC2|setting|AI2_M_scale|INT16|1|1|-30000|30000|1000|3|0||0|FactRes|Sofort|1||0|0|0|1|%|
9|24|ANALOG|TAUANA2|setting|AI2_Tau|UINT16|1|1|0|32767|0|3|0||0|FactRes|Sofort|1||0|0|0|1|ms|
9|25|ANALOG|ANA2WINTIME|setting|AI2_winTime|UINT16|1|1|4|32767|100|3|0||0|FactRes|Sofort|1||0|0|0|1|ms|
9|26|ANALOG|ANA2WIN|setting|AI2_win|UINT16|1|1|0|10000|100|3|0||0|FactRes|Sofort|1||0|0|0|1|mV|
9|27|ANALOG|ANA2ACCMINLIM|setting|AI2_acc_lim|UINT16|1|1|1|100|10|3|0||0|FactRes|Sofort|1||0|0|0|1|%|
10|1|CAPT|CAPSTATUS|monitoring|_CapStatus|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|2|CAPT|CAP1CONFIG|setting|Cap1Config|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|3|CAPT|CAP2CONFIG|setting|Cap2Config|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|4|CAPT|CAP1ACTIVATE|setting|Cap1Activate|UINT16|1|0|0|2|NDef|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|5|CAPT|CAP2ACTIVATE|setting|Cap2Activate|UINT16|1|0|0|2|NDef|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|6|CAPT|CAP1POSUSR|monitoring|_Cap1Pos|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|7|CAPT|CAP2POSUSR|monitoring|_Cap2Pos|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|8|CAPT|CAP1COUNTER|monitoring|_Cap1Count|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|9|CAPT|CAP2COUNTER|monitoring|_Cap2Count|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|10|CAPT|CAP1SOURCE|setting|Cap1Source|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|11|CAPT|CAP2SOURCE|setting|Cap2Source|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|15|CAPT|CAP1POSINT|monitoring|_Cap1PosInt|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|Inc|
10|16|CAPT|CAP2POSINT|monitoring|_Cap2PosInt|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|Inc|
10|17|CAPT|CAP3CONFIG|setting|Cap3Config|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|18|CAPT|CAP3ACTIVATE|setting|Cap3Activate|UINT16|1|0|0|2|NDef|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|19|CAPT|CAP3POSUSR|monitoring|_Cap3Pos|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|20|CAPT|CAP3COUNTER|monitoring|_Cap3Count|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|21|CAPT|CAP3SOURCE|setting|Cap3Source|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
10|22|CAPT|CAP3POSINT|monitoring|_Cap3PosInt|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|Inc|
10|23|CAPT|CAP1CNTCONS|monitoring|_Cap1CountCons|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|24|CAPT|CAP1POSUSRCONS|monitoring|_Cap1PosCons|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|25|CAPT|CAP2CNTCONS|monitoring|_Cap2CountCons|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|26|CAPT|CAP2POSUSRCONS|monitoring|_Cap2PosCons|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|27|CAPT|CAP3CNTCONS|monitoring|_Cap3CountCons|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||
10|28|CAPT|CAP3POSUSRCONS|monitoring|_Cap3PosCons|INT32|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0|usr_p|
10|30|CAPT|CAPCONTROL|setting|CapControl|UINT16|1|0|0|15|0|3|0||0|NoRes|Sofort|0||0|0|0|0||
10|31|CAPT|CAPSTATUSLIST|setting|_CapEdgeStatus|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|0||0|0|0|0||179
10|33|CAPT|CAPDIFF1|setting|CapDiffMode1|UINT16|1|0|0|4|0|1|0||0|NoRes|Sofort|0||0|0|0|0||
10|34|CAPT|CAPDIFF2|setting|CapDiffMode2|UINT16|1|0|0|4|0|1|0||0|NoRes|Sofort|0||0|0|0|0||
10|35|CAPT|CAPDIFFVAL1|no|_Cap1DiffValue|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|0||0|0|0|0||
10|36|CAPT|CAPDIFFVAL2|no|_Cap2DiffValue|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|0||0|0|0|0||
10|37|CAPT|CAPVAL1POSEDGE|monitoring|_Cap1PosRisEdge|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|usr_p|130
10|38|CAPT|CAPVAL1NEGEDGE|monitoring|_Cap1PosFallEdge|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|usr_p|131
10|39|CAPT|CAPVAL2POSEDGE|monitoring|_Cap2PosRisEdge|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|usr_p|132
10|40|CAPT|CAPVAL2NEGEDGE|monitoring|_Cap2PosFallEdge|INT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0|usr_p|133
10|41|CAPT|CAP1TIMEFILTER|setting|Cap1TimeFilter|UINT16|1|0|0|8|0|3|0||0|NoRes|anderer Parameter|0||0|0|0|0||
10|42|CAPT|CAP2TIMEFILTER|setting|Cap2TimeFilter|UINT16|1|0|0|8|0|3|0||0|NoRes|anderer Parameter|0||0|0|0|0||
11|1|PREG|STATUS|monitoring|_PosRegStatus|UINT16|0|0|NDef|NDef|NDef|1|0|T_PDO|0|NoRes||0||0|0|0|0||59
11|2|PREG|CH1START|setting|PosReg1Start|UINT16|1|0|0|3|0|2|0|R_PDO|0|NoRes|Sofort|0||0|0|0|0||
11|3|PREG|CH2START|setting|PosReg2Start|UINT16|1|0|0|3|0|2|0|R_PDO|0|NoRes|Sofort|0||0|0|0|0||
11|4|PREG|CH1MODE|setting|PosReg1Mode|UINT16|1|1|0|5|0|2|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|5|PREG|CH2MODE|setting|PosReg2Mode|UINT16|1|1|0|5|0|2|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|6|PREG|CH1SOURCE|setting|PosReg1Source|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|7|PREG|CH2SOURCE|setting|PosReg2Source|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|8|PREG|CH1PA|setting|PosReg1ValueA|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|60
11|9|PREG|CH1PB|setting|PosReg1ValueB|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|61
11|10|PREG|CH2PA|setting|PosReg2ValueA|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|62
11|11|PREG|CH2PB|setting|PosReg2ValueB|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|63
11|12|PREG|CH3START|setting|PosReg3Start|UINT16|1|0|0|3|0|2|0|R_PDO|0|NoRes|Sofort|0||0|0|0|0||
11|13|PREG|CH4START|setting|PosReg4Start|UINT16|1|0|0|3|0|2|0|R_PDO|0|NoRes|Sofort|0||0|0|0|0||
11|14|PREG|CH3MODE|setting|PosReg3Mode|UINT16|1|1|0|5|0|2|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|15|PREG|CH4MODE|setting|PosReg4Mode|UINT16|1|1|0|5|0|2|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|16|PREG|CH3SOURCE|setting|PosReg3Source|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|17|PREG|CH4SOURCE|setting|PosReg4Source|UINT16|1|1|0|1|0|1|0||0|UsrParRes|Sofort|0||0|0|0|0||
11|18|PREG|CH3PA|setting|PosReg3ValueA|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|64
11|19|PREG|CH3PB|setting|PosReg3ValueB|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|65
11|20|PREG|CH4PA|setting|PosReg4ValueA|INT32|1|1|NDef|NDef|0|1|0|R_PDO|0|UsrParRes|anderer Parameter|0||0|0|0|0|usr_p|66
